Property_Inventor_InventorCode,Inventor Code
View_SearchInventProductAdvancedFieldSimple_chkItemsNotInCatalog,Items not in Catalog
View_SearchInventProductAdvancedFieldSimple_expFamily,Family
View_SearchInventProductAdvancedFieldSimple_expSupplier,Supplier
View_SearchInventProductAdvancedFieldSimple_grpInputTypeCode,Input Type Code
View_SearchInventProductAdvancedFieldSimple_tbAbsolute,Absolute
View_SearchInventProductAdvancedFieldSimple_tbBarcode,Barcode
View_SearchInventProductAdvancedFieldSimple_tbBuilding,Building Analyze Table...
View_SearchInventProductAdvancedFieldSimple_tbFamilyCode,Family Code
View_SearchInventProductAdvancedFieldSimple_tbFamilyName,Family Name
View_SearchInventProductAdvancedFieldSimple_tbIturCode,Code
View_SearchInventProductAdvancedFieldSimple_tbIturDisabled,Disabled
View_SearchInventProductAdvancedFieldSimple_tbIturERPCode,ERP Code
View_SearchInventProductAdvancedFieldSimple_tbIturNumberPrefix,Number Prefix
View_SearchInventProductAdvancedFieldSimple_tbIturNumberSuffix,Number Suffix
View_SearchInventProductAdvancedFieldSimple_tbIturStatus,Status
View_SearchInventProductAdvancedFieldSimple_tbMakat,Makat
View_SearchInventProductAdvancedFieldSimple_tbPriceBuy,Price Buy
View_SearchInventProductAdvancedFieldSimple_tbPriceSale,Price Sale
View_SearchInventProductAdvancedFieldSimple_tbProductName,Product Name
View_SearchInventProductAdvancedFieldSimple_tbQuantityDifference,Quantity Difference
View_SearchInventProductAdvancedFieldSimple_tbQuantityDifferenceOriginalERP,Quantity Difference  ERP
View_SearchInventProductAdvancedFieldSimple_tbQuantityEdit,Quantity
View_SearchInventProductAdvancedFieldSimple_tbQuantityOriginalERP,Quantity Original ERP
View_SearchInventProductAdvancedFieldSimple_tbReport,Report Parameters
View_SearchInventProductAdvancedFieldSimple_tbSupplierCode,Supplier Code
View_SearchInventProductAdvancedFieldSimple_tbSupplierName,Supplier Name
View_SearchInventProductAdvancedFieldSimple_tbValueBuyDifference,Value Difference
View_SearchInventProductAdvancedFieldSimple_tbValueBuyEdit,Value
View_SearchInventProductAdvancedFieldSimple_tbValueDifferenceOriginalERP,Value Difference ERP
View_SearchInventProductAdvancedGridSimple_columnBarcode,Barcode
View_SearchInventProductAdvancedGridSimple_columnDocNum,Doc Num
View_SearchInventProductAdvancedGridSimple_columnFamilyCode,Family Code
View_SearchInventProductAdvancedGridSimple_columnInputTypeCode,Input Type Code
View_SearchInventProductAdvancedGridSimple_columnIPNum,IP Num
View_SearchInventProductAdvancedGridSimple_columnIturCode,Itur Code
View_SearchInventProductAdvancedGridSimple_columnIturDisabled,Disabled
View_SearchInventProductAdvancedGridSimple_columnIturERPCode,ERP Itur Code
View_SearchInventProductAdvancedGridSimple_columnIturName,Name
View_SearchInventProductAdvancedGridSimple_columnIturNumberPrefix,Number Prefix
View_SearchInventProductAdvancedGridSimple_columnIturNumberSuffix,Number Suffix
View_SearchInventProductAdvancedGridSimple_columnIturStatusGroupBit,Status Group Bit
View_SearchInventProductAdvancedGridSimple_columnLocationName,Location Name
View_SearchInventProductAdvancedGridSimple_columnMakat,Makat
View_SearchInventProductAdvancedGridSimple_columnPDA_StatusInventProductBit,PDA_StatusInventProductBit
View_SearchInventProductAdvancedGridSimple_columnPriceBuy,Price Buy
View_SearchInventProductAdvancedGridSimple_columnPriceSale,Price Sale
View_SearchInventProductAdvancedGridSimple_columnProductName,Product Name
View_SearchInventProductAdvancedGridSimple_columnQuantityDifference,Difference Quantity (Original - Edit)
View_SearchInventProductAdvancedGridSimple_columnQuantityEdit,Quantity Edit
View_SearchInventProductAdvancedGridSimple_columnSectionName,Section Name
View_SearchInventProductAdvancedGridSimple_columnSupplierCode,Supplier Code
View_SearchInventProductAdvancedGridSimple_columnSupplierName,Supplier Name
View_SearchInventProductAdvancedGridSimple_columnTypeMakat,Type Makat
View_SearchInventProductAdvancedGridSimple_columnValueBuyDifference,Difference Value (Original - Edit)
View_SearchInventProductAdvancedGridSimple_columnValueBuyEdit,Value per Item
View_SearchInventProductAdvancedGridSum_columnFamilyCode,Family Code
View_SearchInventProductAdvancedGridSum_columnMakat,Makat
View_SearchInventProductAdvancedGridSum_columnPriceBuy,Price Buy
View_SearchInventProductAdvancedGridSum_columnPriceSale,Price Sale
View_SearchInventProductAdvancedGridSum_columnProductName,Product Name
View_SearchInventProductAdvancedGridSum_columnQuantityDifference,Difference Quantity (Original - Edit)
View_SearchInventProductAdvancedGridSum_columnQuantityDifferenceOriginalERP,QuantityDifferenceOriginalERP
View_SearchInventProductAdvancedGridSum_columnQuantityEdit,Quantity Edit
View_SearchInventProductAdvancedGridSum_columnQuantityOriginalERP,QuantityOriginalERP 
View_SearchInventProductAdvancedGridSum_columnSectionName,Section Name
View_SearchInventProductAdvancedGridSum_columnSupplierName,Supplier Name
View_SearchInventProductAdvancedGridSum_columnValueBuyDifference,Difference Value (Original - Edit)
View_SearchInventProductAdvancedGridSum_columnValueBuyEdit,Value per Item
View_SearchInventProductAdvancedGridSum_columnValueDifferenceOriginalERP,ValueDifferenceOriginalERP
View_SearchInventProductAdvancedGridSum_columnValueOriginalERP,ValueOriginalERP
View_SearchLocationField_tbCode,Code
View_SearchLocationField_tbName,Name
View_SearchPackField_tbCode,Code
View_SearchPackField_tbDateFrom,Inventor Date From
View_SearchPackField_tbName,Name
View_SearchPackFiled_tbDateTo,Inventor Date To
View_SearchProductField_tbBarcode,Barcode
View_SearchProductField_tbMakat,Makat
View_SearchProductField_tbPriceBuy,Price Buy
View_SearchProductField_tbPriceSale,Price Sale
View_SearchProductField_tbProductName,Product Name
View_SearchSectionField_tbCode,Code
View_SearchSectionField_tbName,Name
View_SearchSectoinField_tbTag,Tag
View_SearchSupplierField_tbCode,Code
View_SearchSupplierField_tbName,Name
View_SectionAddEdit_CodeExist,Section with such Code already exists
View_SectionAddEdit_tbCode,Code
View_SectionAddEdit_tbDescription,Description
View_SectionAddEdit_tbExtra1,Extra1
View_SectionAddEdit_tbExtra2,Extra2
View_SectionAddEdit_tbName,Name
View_SectionAddEdit_tbParentSectionCode,Parent Code
View_SectionAddEdit_tbSize,Size
View_SectionAddEdit_tbTag,Tag
View_SectionAddEdit_tbType,Type
View_SectionAddEditDelete_columnCode,Code
View_SectionAddEditDelete_columnDescription,Description
View_SectionAddEditDelete_columnName,Name
View_SectionAddEditDelete_columnParentSectionCode,Parent Section Code
View_SectionAddEditDelete_columnTag,Tag
View_SectionAddEditDelete_columnTypeCode,Type Code
View_SectionAddEditDelete_tpChangeSectionTag,Change Section Tag
View_SectionChangeTag_tbSections,Sections
View_SectionChangeTag_tbTotalSections,Total Sections
View_SectionDashboardPart_columnCode,Code
View_SectionDashboardPart_columnDescription,Description
View_SectionDashboardPart_columnName,Name
View_SelectTag_columnSave,Save
View_SendDataOffice_BuildingEndInventor,Building End of Inventory files...
View_SendDataOffice_BuildingInventorSdf,Building Inventor SDF file...
View_SendDataOffice_BuildingPackZipFile,Building Pack zip File...
View_SendDataOffice_BuildingZip,Building zip...
View_SendDataOffice_GeneratingReport,Generating report: {0} {1}
View_SendDataOffice_PrintingReport,Printing Report: {0}
View_ShowShelf_tbIturArea,Area
View_ShowShelf_tbIturCode,Itur Code
View_ShowShelf_tbIturHeight,Height
View_ShowShelf_tbIturIncludeInFacing,Include
View_ShowShelf_tbIturMaxNum,Max Num
View_ShowShelf_tbIturShelfNum,Num In Itur
View_ShowShelf_tbIturShelvesInItur,Shelves In Itur
View_ShowShelf_tbIturSumArea,Total Area
View_ShowShelf_tbIturSumWidth,Sum Width
View_ShowShelf_tbIturSupplierCode,Supplier Code
View_ShowShelf_tbIturWidth,Width
View_Sort_imgSortDirection,Sort direction
View_Sort_tbSort,Sort by
View_SqlScriptSettings_btnLoad,Load
View_SqlScriptSettings_btnSave,Save
View_SqlScriptSettings_radioUpdateByDbVersion,Update by DB version
View_SqlScriptSettings_radioUpdateDbSetupVersion,Update DB Version for Setup
View_SqlScriptSettings_radioUpdateScript,Update with SQL script
View_SqlScriptSettings_tbDbType,Db type:
View_SqlScriptSettings_tbFromVersion,From version:
View_SqlScriptSettings_tbLog,Log:
View_SqlScriptSettings_tbRun,Run
View_SqlScriptSettings_tbSql,Sql:
View_SqlScriptSettings_tbToVersion,To version:
View_StatusGroupList_tbFilterByStatusGroups,Filter by status groups:
View_Strip_tbBranch,branch
View_Strip_tbCustomer,customer
View_Strip_tbInventor,inventor
View_SupplierAddEdit_CodeExist,Supplier with such code already exists
View_SupplierAddEdit_tbCode,Code
View_SupplierAddEdit_tbDescription,Description
View_SupplierAddEdit_tbName,Name
View_SupplierAddEditDelete_columnCode,Code
View_SupplierAddEditDelete_columnDescription,Description
View_SupplierAddEditDelete_columnName,Name
View_SupplierDashboardPart_columnCode,Code
View_SupplierDashboardPart_columnDescription,Description
View_SupplierDashboardPart_columnName,Name
View_TagSelect_CheckBoxInclude,Substring
View_TagSelect_columnReportCode,Report Code
View_TagSelect_tbDomainObject,Object Type
View_TagSelect_tbPath,Path
View_TagSelect_tbTag,Tag
View_TagSelect_tbTotal,Total
View_TagSelected_btnSave,Save Reports
View_Unapck_tbFilesToOverwrite,Following DB Files exist on this Computer, so if you want to overwrite it - select it in grid and check:
View_Unpack_busyContent,Unpacking zip archive
View_Unpack_chkOverwriteConfig,Overwrite Config
View_Unpack_chkOverwriteImportData,Overwrite Import Data Files
View_Unpack_chkOverwriteIndata,Overwrite Import Data Files from PDA
View_Unpack_columnFile,File
View_Unpack_columnOverwrite,Overwrite
View_Unpack_tbFilesResult,Result Files to be unpacked:
View_Unpack_tbInputArchive,Path to Archive:
View_Unpack_tbMainSdfWarning,The package contains MainDB.sdf database. It will overwrite local one.
View_Unpack_tbMainSdfWarningOffice,Package contains MainDB.sdf, but will not be unpacked, because MainDB.sdf can copy only from Office to Laptop.
View_UpdateAdatpersView_tbCatalog,Catalog
View_UploadToPda_btnRefresh,Refresh
View_UploadToPda_btnStart,Start
View_UploadToPda_btnStop,Stop
View_UploadToPda_btnUpload,Upload
View_UploadToPda_chkOnlyZip,*.zip
View_UploadToPda_columnDate,Date and Time
View_UploadToPda_columnDateCreated,Date Created
View_UploadToPda_columnDateModify,Date Modify
View_UploadToPda_columnDevice,Device
View_UploadToPda_columnFile,File
View_UploadToPda_columnInventoryDate,Inventor Date
View_UploadToPda_columnNumber,Number
View_UploadToPda_columnPort,Port
View_UploadToPda_columnProcess,Process
View_UploadToPda_columnProcessCode,Process Code
View_UploadToPda_columnSize,Size
View_UploadToPda_columnValue,Value
View_UploadToPda_tbDownload,Download
View_UploadToPda_tbExportPath,Export Path:
View_UploadToPda_tbInitializing,Initializing...
View_UploadToPda_tbUpload,Upload
View_UserSetting_grpPlanogram,Planogram
View_UserSetting_tiColors,Colors
View_UserSettings_AdditionFieldInFilterInventProductProperty,Property String
View_UserSettings_AdditionFieldInFilterInventProductPropertyNumber,Property Number
View_UserSettings_AdditionFieldInFilterInventProperty,Add In Invent Product Filter
View_UserSettings_btnResetToDefault,Reset to default
View_UserSettings_cbCustomerFilterUse,Use Customer Filter
View_UserSettings_cbSearchDialogIsModal,Search Dialog Is Modal
View_UserSettings_chkCurrentDataPDA,Set Current Date on PDA
View_UserSettings_chkDeleteAllFilePDA,Delete All Files on PDA
View_UserSettings_chkNavigateBack,Auto navigate backward on Import PDA
View_UserSettings_chkSetBaudratePDA,Set Current Baudrate to PDA
View_UserSettings_chkShowERP,Show ERP Code
View_UserSettings_chkUploadOptionsHT630_AfterUploadPerformWarmStart,After Upload - Perform Warm Start
View_UserSettings_chkUploadOptionsHT630_AfterUploadRunExeFile,After Upload Run .Exe File
View_UserSettings_columnColor,Color
View_UserSettings_columnStatus,Status
View_UserSettings_grpExportPdaHt630Adapter,ExportPdaHt630Adapter
View_UserSettings_grpItur,Itur List Settings
View_UserSettings_grpIturGroupStatusColor,Itur Group Status Color
View_UserSettings_grpIturStatusColor,Itur Status Color
View_UserSettings_grpLoggingMessage,Logging Message Types
View_UserSettings_grpPortionSize,Portion Size
View_UserSettings_grpReportSettings,Report Settings
View_UserSettings_grpSearchFilter,Search/Filter
View_UserSettings_grpUploadOptionsForAll,For All
View_UserSettings_Language,Language
View_UserSettings_MarkInventProperty,Mark Invent Product
View_UserSettings_ShowMarkInventProduct,Show Mark 
View_UserSettings_ShowMarkInventProductProperty,Property
View_UserSettings_ShowMarkRadioIsEmpty,Is Empty
View_UserSettings_ShowMarkRadioIsNotEmpty,Is Not Empty
View_UserSettings_ShowPhotoInventProductProperty,Property
View_UserSettings_ShowPhotoInventProperty,Show Photo
View_UserSettings_ShowPhotoTemplate,Template
View_UserSettings_tbBarcodePrefix,Barcode Prefix
View_UserSettings_tbBarcodeType,Barcode Type
View_UserSettings_tbBehavior,Behavior
View_UserSettings_tbBranchBackground,Branch Dashboard Background
View_UserSettings_tbBranchBackgroundOpacity,Branch Dashboard Background Opacity
View_UserSettings_tbCurrency,Currency
View_UserSettings_tbCustomerBackground,Customer Dashboard Background
View_UserSettings_tbCustomerBackgroundOpacity,Customer Dashboard Background Opacity
View_UserSettings_tbCustomerBranchInventor,Customer/Branch/Inventor:
View_UserSettings_tbDefaultEncoding,Encoding
View_UserSettings_tbDelay,UI controls delay
View_UserSettings_tbFamilys,Familys
View_UserSettings_tbHomeBackground,Home Dashboard Background
View_UserSettings_tbHomeBackgroundOpacity,Home Dashboard Background Opacity
View_UserSettings_tbInventorBackground,Inventor Dashboard Background
View_UserSettings_tbInventorBackgroundOpacity,Inventor Dashboard Background Opacity
View_UserSettings_tbInventProductFilterFocus,Focused field for Invent Product search
View_UserSettings_tbInventProducts,Invent Products
View_UserSettings_tbIturFilterSelected,Default itur search
View_UserSettings_tbIturNamePrefix,Itur Name Prefix
View_UserSettings_tbItursDashboard,Iturs Dashboard
View_UserSettings_tbItursList,Iturs List
View_UserSettings_tbLanguage,Language: (applied after restart)
View_UserSettings_tbMark,Marking
View_UserSettings_tbPlanEmptyColor,Empty object
View_UserSettings_tbPlanFromColor,From 
View_UserSettings_tbPlanToColor,To
View_UserSettings_tbPrinter,Second Printer
View_UserSettings_tbProducts,Products
View_UserSettings_tbReportAppName,Main Title
View_UserSettings_tbReportRepository,Invent Product Advanced
View_UserSettings_tbRunMemory,Run Memory
View_UserSettings_tbSections,Sections
View_UserSettings_tbSetBaudratePDA,Set Current Baudrate to PDA
View_UserSettings_tbStatusGroup,Status group
View_UserSettings_tbSuppliers,Suppliers
View_UserSettings_tbUploadOptionsHT630_AfterUploadRunExeFile,After Upload Run .Exe File
View_UserSettings_tbUploadOptionsHT630_ExeptionFileNotDeleteItems,Exceptions File not Delete Items
View_UserSettings_tbUploadWakeupTime,Upload Wakeup Time
View_UserSettings_tiColors,Colors
View_UserSettings_tiCommon,Common
View_UserSettings_tiCopying,Copying from Source Folder
View_UserSettings_tiCopyingHost,Copying from Host
View_UserSettings_tiCopyOnlyCurrentInventor,Copy only Current Inventor
View_UserSettings_tiCounting,Counting files 
View_UserSettings_tiForwardResend,Forward resend Data from PDA
View_UserSettings_tiFtpFolder,Folder
View_UserSettings_tiFtpFrom,From
View_UserSettings_tiFtpPassword,Password
View_UserSettings_tiFtpServerName,Host
View_UserSettings_tiFtpUser,User
View_UserSettings_tiImportExport,Import - Export
View_UserSettings_tiInclude,Include
View_UserSettings_tiIncludeProfile,Profile
View_UserSettings_tiIncomming,Root Folder for incoming Data from PDA
View_UserSettings_tiMisc,Misc
View_UserSettings_tiOutbox,Root Folder for sending Data to PDA
View_UserSettings_tiSwapPDAOptions,Swap PDA Options
View_UserSettings_tiUploadOptions,Multi Upload - Download
View_ZipExport_busyContent,Compressing files into zip archive
View_ZipExport_chkCheckUncheck,Check/Uncheck all
View_ZipExport_tbSelectFiles,Select files to pack into zip archive:
View_ZipImport_busyContent,Unpacking
View_ZipImport_chkCheckUncheck,Check/Uncheck all
View_ZipImport_chkClearImportFolder,Previously clear import data folder
View_ZipImport_chkOverwrite,Overwrite existing files
View_ZipImport_expOptions,Options
View_ZipImport_tbPathArchive,Path to the archive:
ViewImportBranch_chkCreateDb,Build SDF File
ViewInventProduct_columnQuantityPartialEdit,Quantity Partial Edit
ViewModel_BranchChoose_FilterCodeErp,Code ERP
ViewModel_BranchChoose_FilterCodeLocal,Code Local
ViewModel_BranchChoose_FilterLocation,Address
ViewModel_BranchChoose_FilterName,Name
ViewModel_BranchChoose_FilterPhone,Phone
ViewModel_BranchChoose_msgDeleteAllWithoutChildren,Are you sure want to delete all Branches without Inventors?
ViewModel_BranchChoose_msgDeleteWithoutChild,Some branches contain child inventors and will not be removed.
ViewModel_BranchesDashboardPart_TotalBranches,Total {0} branches
ViewModel_BranchPost_Address,Address: {0}{1}
ViewModel_BranchPost_Code,Code: {0}{1}
ViewModel_BranchPost_CodeERP,CodeERP: {0}{1}
ViewModel_BranchPost_CodeLocal,CodeLocal: {0}{1}
ViewModel_BranchPost_ContactPerson,Contact Person: {0}{1}
ViewModel_BranchPost_Description,Description: {0}{1}
ViewModel_BranchPost_Fax,Fax: {0}{1}
ViewModel_BranchPost_ImportCatalog,Import Catalog: {0}{1}
ViewModel_BranchPost_ImportItur,Import Itur: {0}{1}
ViewModel_BranchPost_ImportLocation,Import Location: {0}{1}
ViewModel_BranchPost_Mail,Mail: {0}{1}
ViewModel_BranchPost_Name,Name: {0}{1}
ViewModel_BranchPost_PDA,PDA: {0}{1}
ViewModel_BranchPost_Phone,Phone: {0}{1}
ViewModel_BranchPost_tbCreated,Branch {0} created
ViewModel_CatalogForm_Barcode,Barcode
ViewModel_CatalogForm_Makat,Makat
ViewModel_CatalogForm_PriceBuy,Price Buy
ViewModel_CatalogForm_PriceSale,Price Sale
ViewModel_CatalogForm_ProductName,Product Name
ViewModel_CatalogInfoForCBIPart_LastChanges,Last Changes: {0}
ViewModel_CatalogInfoForCBIPart_TotalItemCodes,Total Item Codes (makat): {0}
ViewModel_CatalogInfoForCBIPart_TotalItems,Total Items: {0}
ViewModel_CatalogInfoForCBIPart_TotalItems2,ViewModel_CatalogInfoForCBIPart_TotalItems2
ViewModel_ContextCBIChoose_All,[All]
ViewModel_CustomerAdd_CreateNewCustomer,Create New Customer
ViewModel_CustomerChoose_FilterAddress,Address
ViewModel_CustomerChoose_FilterName,Name
ViewModel_CustomerChoose_FilterPhone,Phone
ViewModel_CustomerChoose_msgDeleteWithoutChild,Some customers contain child branches and will not be removed.
ViewModel_CustomerEdit_EditCustomer,Edit Customer
ViewModel_CustomerPost_Address,Address: {0}{1}
ViewModel_CustomerPost_Code,Code: {0}{1}
ViewModel_CustomerPost_ContactPerson,Contact Person: {0}{1}
ViewModel_CustomerPost_Description,Description: {0}{1}
ViewModel_CustomerPost_Fax,Fax: {0}{1}
ViewModel_CustomerPost_ImportCatalog,Import Catalog: {0}{1}
ViewModel_CustomerPost_ImportItur,Import Itur: {0}{1}
ViewModel_CustomerPost_ImportLocation,Import Location: {0}{1}
ViewModel_CustomerPost_Mail,Mail: {0}{1}
ViewModel_CustomerPost_Name,Name: {0}{1}
ViewModel_CustomerPost_PDA,PDA: {0}{1}
ViewModel_CustomerPost_Phone,Phone: {0}{1}
ViewModel_CustomerPost_tbCreated,Customer {0} created
ViewModel_DocumentHeaderItem_Itur,ITUR {0}-{1}
ViewModel_ExportErpWithModules_invalidPrefix,Invalid prefix
ViewModel_ExportModuleBase,Total export time : {0}
ViewModel_ExportPdaSettingsControl_MakatAndNameAndListBarcode,Makat & Name & List of Barcodes
ViewModel_ExportPdaSettingsControl_NoLookupFile,No Lookup File
ViewModel_ExportPdaSettingsControl_OnlyBarcodes,Only Barcodes
ViewModel_ExportPdaSettingsControl_OnlyBarcodesAndName,Only Barcodes & Name
ViewModel_ExportPdaSettingsControl_OnlyMakat,Only Makats
ViewModel_ExportPdaSettingsControl_OnlyProductCode,Only Product Code (Barcode or Makat)
ViewModel_ExportPdaSettingsControl_ProductCodeAndFamilyNameAndFamilyColor, Product Code & Family Name & Family Color
ViewModel_ExportPdaSettingsControl_ProductCodeAndNameAndQuantityInPackAndUnitType,Product Code & Name & QuantityInPack & Unit Type
ViewModel_ExportPdaSettingsControl_ProductCodeAndNameAndSupplierCode,Product Code & Name & Supplier Code
ViewModel_ExportPdaSettingsControl_ProductCodeAndNameAndUnitNameAndSerial,Product Code & Name & Unit Name & Serial
ViewModel_ExportPdaSettingsControl_ProductCodeAndNameAndUnitType,Product Code & Name & Unit Type
ViewModel_ExportPdaSettingsControl_ProductCodeName,Product Code & Name
ViewModel_ExportPdaSettingsControl_ValidIntegerRequired,Valid positive integer required
ViewModel_FamilesDashboardPart,Total {0} familes
ViewModel_FamilyAddEdit_CodeFormat,Code must consist of alphanumeric characters
ViewModel_FamilyAddEditDelete_deleteAll,Are you sure want to delete all Familes?
ViewModel_FilterTemplate_msgAreYouSureDelete,Are you sure want to delete {0} ?
ViewModel_FromPdaDahsboardPart_tbTotalDocuments,Total import time : {0}
ViewModel_FromPdaDahsboardPart_tbTotalItems,Total Records: {0}
ViewModel_ImportCatalogAs400_msgInventorDate,File Date is not equal to the Inventory date, the file may be not updated, do you want to continue with the update?
ViewModel_ImportFromPda_Printing,Printing...
ViewModel_ImportModuleBase,Total import time : {0}
ViewModel_ImportModuleBaseTotalTime,Total time : {0}
ViewModel_ImportWithModules_TitleImport,Import Adapters
ViewModel_ImportWithModules_TitleImportBranch,Import Branch Adapters
ViewModel_ImportWithModules_TitleImportCatalog,Import Catalog Adapters
ViewModel_ImportWithModules_TitleImportExport,Complex Adapters
ViewModel_ImportWithModules_TitleImportFamily,Import Family Adapters
ViewModel_ImportWithModules_TitleImportItur,Import Itur Adapters
ViewModel_ImportWithModules_TitleImportLocation,Import Location Adapters
ViewModel_ImportWithModules_TitleImportSection,Import Section Adapters
ViewModel_ImportWithModules_TitleImportSupplier,Import Supplier Adapters
ViewModel_ImportWithModules_TitleImportUnitPlan,Import UnitPlan Adapters
ViewModel_ImportWithModules_TitleUpdate,Update Adapters
ViewModel_ImportWithModulesBase_ImportProgress,Import progress: 
ViewModel_ImportWithModulesBase_Progress,Progress
ViewModel_ImportWithModulesBase_Step,Step: {0}/{1}
ViewModel_ImportWithModulesBase_StepSession,Step: {0}/{1}, session {2}
ViewModel_ImportWithModulesBase_UpdateProgress,Update progress:
ViewModel_InventorChangeStatus_InvalidPath,Invalid path
ViewModel_InventorForm_InventorCodeEmpty,Code can not be Empty
ViewModel_InventorForm_InventorExist,Inventor with such code already exists
ViewModel_InventorPost_Code,Code: {0}{1}
ViewModel_InventorPost_CreateDate,Create Date: {0}{1}
ViewModel_InventorPost_DbPath,DbPath: {0}{1}
ViewModel_InventorPost_Description,Description: {0}{1}
ViewModel_InventorPost_ImportCatalog,Import Catalog: {0}{1}
ViewModel_InventorPost_ImportItur,Import Itur: {0}{1}
ViewModel_InventorPost_ImportLocation,Import Location: {0}{1}
ViewModel_InventorPost_tbCreated,Inventor created
ViewModel_InventorStatusChange_msgAdapterNotSet,Export ERP Adapter not set
ViewModel_InventorStatusChange_Status,Status: {0}
ViewModel_InventProductClone_quantityValidation,Total quantity can't be smaller then zero
ViewModel_InventProductItem_QuantityEdit,Value must be positive and non null
ViewModel_InventProductListDetails_Location,Location name: 
ViewModel_InventProductListDetails_NumberPrefix,Number prefix: 
ViewModel_InventProductListDetails_NumberSuffix,Number suffix: 
ViewModel_InventProductListDetails_StatusBit,Status bit: 
ViewModel_InventProductListDetails_StatusDocHeaderBit,ERP Code:
ViewModel_InventProductListDetails_StatusGroupBit,Status group bit: 
ViewModel_InventProductListDetails_tbNoSuchItur,No Itur with such code
ViewModel_InventProductListDetails_TotalItems,Total Items:
ViewModel_InventProductPart_InsertFromBarcode,Items Inserted from Barcode: {0}
ViewModel_InventProductPart_InsertManually,Items Inserted Manually: {0}
ViewModel_IturAdd_Expression,Expression is not valid{0} Format example: {1} 1,2,45-60
ViewModel_IturAddEditDelete_AlreadyExist,Following itur(s) already exist: {0}
ViewModel_IturAddEditDelete_FilterDate,Date
ViewModel_IturAddEditDelete_FilterLocation,Location
ViewModel_IturAddEditDelete_FilterNumber,Number
ViewModel_IturAddEditDelete_FilterStatus,Status
ViewModel_IturimDashboardPart_total,Total {0}
ViewModel_IturListDetails_CountProductsString,Products in Catalog {0}
ViewModel_IturListDetails_GroupLocation,Location
ViewModel_IturListDetails_GroupStatus,Status
ViewModel_IturListDetails_GroupStatusNotEmpty,Status group NE
ViewModel_IturListDetails_GroupTag,Tag
ViewModel_IturListDetails_ProgressDoneTotalItemsString,(Total {0} items)
ViewModel_IturListDetails_ProgressTotalString,{0}% done
ViewModel_IturListDetails_SortIturERPCode,IturERPCode
ViewModel_IturListDetails_SortLocation,Location
ViewModel_IturListDetails_SortNumber,Number
ViewModel_IturListDetails_SortStatusGroup,Status group
ViewModel_LastCustomersDashboardPart_TotalCustomers,Total {0} customers
ViewModel_LocationAddEdit_CodeEmpty,Code can not be empty
ViewModel_LocationAddEdit_NameEmpty,Name can not be empty
ViewModel_LocationTag_Expression,Tag is Invalid
ViewModel_MaskAddEdit_NotValidMask,Not valid mask
ViewModel_msgDeleteAllCheckSelect,Are you sure want to delete all checked InventProducts?
ViewModel_msgDeleteCustomerWithBranch,Will be delete Customers with Branches from Main BD (without delete Count4U DB)
ViewModel_Pack_CBIDb,Customers ->  Branchs -> Inventors DB
ViewModel_Pack_MainDbFromOffice,Main DB from Office
ViewModel_Pack_Packing,Packing:
ViewModel_Pack_Preparing,Preparing...
ViewModel_PlanBasement_msgContinue,Planogram has unsaved changes. Do you want to save now?
ViewModel_PlanCanvas_btnHand,Pan (H)
ViewModel_PlanCanvas_btnLocation,Location
ViewModel_PlanCanvas_btnPicture,Picture
ViewModel_PlanCanvas_btnPointer,Selection (V)
ViewModel_PlanCanvas_btnShelf,Shelf
ViewModel_PlanCanvas_btnText,Text
ViewModel_PlanCanvas_btnWall,Wall
ViewModel_PlanCanvas_btnWindow,Window
ViewModel_PlanCanvas_btnZoom,Zoom (Z)
ViewModel_PlanCanvas_mnuAlign,Align
ViewModel_PlanCanvas_msgClearAll,Are you sure want to delete all Iturs from object?
ViewModel_PlanCanvas_msgDelete,Are you sure want to delete object(s) ?
ViewModel_PlanCanvas_msgLinkedToOtherPlan,Following iturs are linked to other planogram unit: {0}. Do you want to move them?
ViewModel_PlanCanvas_msgMissingInDb,Following iturs are not found: {0}.
ViewModel_PlanCanvas_msgValueIsIncorrect,Value is incorrect
ViewModel_PlanInfo_msgCalculating,Calculating...
ViewModel_PlanLocation_Assign_EmptyLocation,Empty
ViewModel_PlanSizeChange_maxHeight,Max height is {0}
ViewModel_PlanSizeChange_maxWidth,Max width is {0}
ViewModel_PlanSizeChange_minHeight,Min height is {0}
ViewModel_PlanSizeChange_minWidth,Min width is {0}
ViewModel_PlanTree_nodeLocations,Locations
ViewModel_PlanTree_nodePicture,Picture
ViewModel_PlanTree_nodeShelves,Shelves
ViewModel_PlanTree_nodeText,Text
ViewModel_PlanTree_nodeWalls,Walls
ViewModel_PlanTree_nodeWindows,Windows
ViewModel_PlanTreeItem_nodeLocation,Location
ViewModel_PlanTreeItem_nodePicture,Picture
ViewModel_PlanTreeItem_nodeText,Text
ViewModel_PlanTreeItem_nodeUnnamed,Unnamed
ViewModel_PlanTreeItem_nodeWall,Wall
ViewModel_PlanTreeItem_nodeWindow,Window
ViewModel_ProcessCodeAddEdit_CodeEmpty,Process Code Is Empty
ViewModel_ReportAddEdit_CodeUnique,Report Code is not Unique
ViewModel_Search_IturAdvanced,Itur Advanced
ViewModel_SearchBranch,Branch
ViewModel_SearchBranchTotal,Total {0} branches
ViewModel_SearchCustomer,Customer
ViewModel_SearchCustomerTotal,Total {0} customers
ViewModel_SearchFamilyTotal,Total {0} familes
